time,left_corner_x,left_corner_y,right_corner_x,right_corner_y,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,screen_x,screen_y
0.0,288.2835998535156,243.32083129882812,365.8466796875,244.49742126464844,298.9578857421875,243.63052368164065,345.9711608886719,247.12486267089844,959,88
1.3,289.1028747558594,245.3589630126953,360.43939208984375,244.5012969970703,296.8631591796875,246.8152313232422,348.2424011230469,246.4939422607422,506,90
2.5,287.9190673828125,243.02444458007812,372.8970642089844,246.5869598388672,298.2789611816406,244.86105346679688,353.15765380859375,245.23619079589844,119,933
3.7666666666666666,288.87725830078125,245.8419952392578,368.0267639160156,248.0354766845703,300.34674072265625,245.9002990722656,351.2110595703125,246.7955780029297,1891,846
4.866666666666666,288.7762756347656,247.50912475585935,361.5107727050781,245.61180114746097,297.7515563964844,246.01251220703125,350.1091003417969,246.221435546875,1481,751
5.966666666666667,288.5042419433594,245.80865478515625,366.3673400878906,247.13880920410156,297.0334167480469,245.86964416503903,350.8699035644531,246.4662170410156,920,106
6.9,286.19732666015625,249.07960510253903,361.58258056640625,248.63035583496097,295.5057067871094,247.1511383056641,348.51666259765625,247.1753387451172,566,785
7.833333333333333,285.6239929199219,246.7697906494141,368.1189270019531,247.79151916503903,295.9319152832031,244.97447204589844,353.05908203125,246.0174865722656,980,376
8.766666666666667,289.18768310546875,249.60675048828125,362.8839416503906,246.1377716064453,297.54376220703125,246.2145538330078,350.0096740722656,246.25636291503903,1129,561
9.733333333333333,286.7276611328125,248.2000274658203,358.22161865234375,244.16078186035156,295.9335021972656,247.0605926513672,346.14794921875,246.5402679443359,760,505
11.266666666666667,288.6761779785156,245.7199249267578,356.0986022949219,243.54978942871097,297.6435852050781,245.79916381835935,346.0577392578125,246.1867523193359,45,932
12.333333333333334,288.0154113769531,249.6803436279297,362.2394104003906,247.62600708007812,297.1358947753906,246.7496032714844,350.1195068359375,247.1673126220703,1321,369
13.366666666666667,287.10943603515625,247.9439239501953,358.2843933105469,243.3565368652344,296.0952453613281,246.35055541992188,346.226318359375,245.4550323486328,569,327
14.633333333333333,288.9471435546875,247.76283264160156,361.74468994140625,246.1114044189453,297.2676696777344,245.27630615234375,350.33489990234375,245.9878845214844,370,647
15.866666666666667,288.29638671875,247.7915954589844,360.2047424316406,245.3831329345703,296.5096435546875,245.32489013671875,349.2857360839844,245.67591857910156,380,77
